rpm,time_diff,x
2864.29,407,0.004083156585693359
2864.29,408,0.006077289581298828
2864.29,409,0.009235620498657227
2659.75,410,0.009748697280883789
2659.75,411,0.010243654251098633
2659.75,412,0.011232852935791016
2659.75,413,0.01337122917175293
2659.75,414,0.014785289764404297
2659.75,415,0.015858173370361328
2659.75,416,0.017503738403320312
2659.75,417,0.018083810806274414
2659.75,419,0.01920485496520996
2659.75,420,0.01975250244140625
2659.75,421,0.02019476890563965
2659.75,422,0.020641565322875977
2659.75,423,0.021346330642700195
2659.75,424,0.022242069244384766
2659.75,425,0.023897409439086914
2659.75,427,0.027408599853515625
2659.75,428,0.028225183486938477
2659.75,429,0.028800487518310547
2659.75,430,0.029320240020751953
2659.75,431,0.02978515625
2659.75,432,0.030276060104370117
2659.75,434,0.03074502944946289
2659.75,435,0.031194448471069336
2659.75,436,0.033205509185791016
2659.75,437,0.033754587173461914
2659.75,438,0.03429532051086426
2659.75,439,0.035950422286987305
2659.75,440,0.03663277626037598
2659.75,441,0.03866100311279297
2659.75,442,0.03946423530578613
2659.75,443,0.04127359390258789
2659.75,444,0.04198646545410156
2659.75,445,0.04250836372375488
2659.75,447,0.044074296951293945
2659.75,448,0.044850826263427734
2659.75,449,0.046744346618652344
2659.75,450,0.047289371490478516
2659.75,451,0.047829627990722656
2659.75,452,0.04951763153076172
2659.75,453,0.05041360855102539
2659.75,454,0.05223727226257324
2659.75,455,0.0527653694152832
2659.75,456,0.05324673652648926
2659.75,457,0.05493617057800293
2659.75,458,0.05544757843017578
2659.75,459,0.05765557289123535
2772.32,461,0.05826115608215332
2772.32,462,0.0587162971496582
2772.32,463,0.06042599678039551
2772.32,464,0.06101679801940918
2772.32,465,0.06307697296142578
2772.32,466,0.06357860565185547
2772.32,467,0.06402039527893066
2772.32,468,0.06586790084838867
2772.32,470,0.06647992134094238
2772.32,471,0.06852984428405762
2772.32,472,0.06917810440063477
2772.32,473,0.06966400146484375
2772.32,474,0.07134008407592773
2772.32,476,0.07186532020568848
2772.32,477,0.07446503639221191
2772.32,478,0.07504892349243164
2772.32,479,0.07704329490661621
2772.32,480,0.07771801948547363
2772.32,481,0.07824516296386719
