RPM,time
0.00,2.5122997760772705
0.00,2.5143303871154785
0.00,2.5145328044891357
0.00,2.5146639347076416
0.00,2.5147788524627686
0.00,2.5149104595184326
0.00,2.517228126525879
0.00,2.5177910327911377
0.00,2.518113613128662
0.00,2.5183486938476562
0.00,2.5185353755950928
0.00,2.5187344551086426
0.00,2.5202603340148926
0.00,2.520686626434326
0.00,2.5208966732025146
0.00,2.5210165977478027
0.00,2.5211238861083984
0.00,2.5225095748901367
0.00,2.5228497982025146
0.00,2.523003578186035
0.00,2.52311372756958
0.00,2.5232183933258057
0.00,2.5252280235290527
0.00,2.5255329608917236
0.00,2.525698184967041
0.00,2.5258121490478516
0.00,2.525916814804077
0.00,2.5260205268859863
0.00,2.52791166305542
0.00,2.5280282497406006
0.00,2.5281383991241455
0.00,2.5282347202301025
0.00,2.5283327102661133
0.00,2.53066349029541
0.00,2.5308449268341064
0.00,2.5309739112854004
0.00,2.531085252761841
0.00,2.531196117401123
0.00,2.5337870121002197
0.00,2.5341882705688477
0.00,2.5343923568725586
0.00,2.534540891647339
0.00,2.534670829772949
0.00,2.534802198410034
0.00,2.536154270172119
0.00,2.536350727081299
0.00,2.536471128463745
0.00,2.53658390045166
0.00,2.536696672439575
0.00,2.538938283920288
0.00,2.539144992828369
0.00,2.539278745651245
0.00,2.53940749168396
0.00,2.5395452976226807
0.00,2.541630268096924
0.00,2.541914939880371
0.00,2.542095184326172
0.00,2.5422520637512207
0.00,2.5424301624298096
0.00,2.5425844192504883
0.00,2.544363021850586
0.00,2.544628620147705
0.00,2.5447723865509033
0.00,2.5449087619781494
0.00,2.5450401306152344
0.00,2.5471506118774414
0.00,2.547443389892578
0.00,2.547606945037842
0.00,2.547744035720825
0.00,2.5478663444519043
0.00,2.549750328063965
0.00,2.549999952316284
0.00,2.5501341819763184
0.00,2.5502614974975586
0.00,2.550382137298584
0.00,2.5504894256591797
0.00,2.5525670051574707
0.00,2.5528404712677
0.00,2.5530080795288086
0.00,2.5531675815582275
0.00,2.5533082485198975
0.00,2.5552914142608643
0.00,2.5555830001831055
0.00,2.555734157562256
0.00,2.555877447128296
0.00,2.556016445159912
0.00,2.5578830242156982
0.00,2.5581278800964355
0.00,2.558274984359741
0.00,2.5584044456481934
0.00,2.5585215091705322
0.00,2.558640480041504
0.00,2.5606813430786133
0.00,2.5609021186828613
0.00,2.5610480308532715
0.00,2.561174154281616
0.00,2.5612878799438477
0.00,2.563385248184204
0.00,2.563603639602661
0.00,2.56373929977417
0.00,2.5638668537139893
0.00,2.5639853477478027
0.00,2.567596673965454
0.00,2.5678558349609375
0.00,2.5680158138275146
0.00,2.568150043487549
0.00,2.568267822265625
0.00,2.568378448486328
0.00,2.5687756538391113
0.00,2.5689122676849365
0.00,2.569028377532959
0.00,2.569139242172241
0.00,2.5692455768585205
0.00,2.5715668201446533
0.00,2.571814775466919
0.00,2.571977138519287
0.00,2.572115659713745
0.00,2.572244167327881
0.00,2.5742335319519043
0.00,2.5746774673461914
0.00,2.5750033855438232
0.00,2.575145959854126
0.00,2.5752689838409424
0.00,2.5754034519195557
0.00,2.5770602226257324
0.00,2.577300786972046
0.00,2.5774459838867188
0.00,2.5775797367095947
0.00,2.577690839767456
0.00,2.5798416137695312
0.00,2.5801916122436523
0.00,2.580387592315674
0.00,2.58054518699646
0.00,2.5806884765625
0.00,2.5825929641723633
0.00,2.5829989910125732
0.00,2.583174705505371
0.00,2.583336114883423
0.00,2.583533763885498
0.00,2.583865165710449
0.00,2.5852699279785156
0.00,2.585542678833008
991.74,2.585730791091919
991.74,2.585904598236084
991.74,2.587948799133301
991.74,2.588327169418335
991.74,2.5885016918182373
991.74,2.588669776916504
991.74,2.5906195640563965
991.74,2.5908424854278564
991.74,2.5910041332244873
991.74,2.5911409854888916
991.74,2.593362808227539
991.74,2.5936062335968018
991.74,2.5937538146972656
991.74,2.593886375427246
991.74,2.5960636138916016
991.74,2.5962724685668945
991.74,2.5964126586914062
991.74,2.5965442657470703
991.74,2.598794937133789
991.74,2.5990254878997803
991.74,2.599187135696411
991.74,2.599325656890869
991.74,2.6015396118164062
991.74,2.601762056350708
991.74,2.6019091606140137
991.74,2.6020548343658447
991.74,2.6042582988739014
991.74,2.6044809818267822
991.74,2.6046292781829834
991.74,2.604775905609131
991.74,2.606961250305176
991.74,2.6071906089782715
991.74,2.6073482036590576
991.74,2.607492446899414
991.74,2.6096813678741455
991.74,2.60990571975708
991.74,2.6100618839263916
991.74,2.6102042198181152
991.74,2.6124186515808105
991.74,2.612628936767578
991.74,2.6127686500549316
991.74,2.612905502319336
991.74,2.6151249408721924
991.74,2.6153266429901123
991.74,2.6154727935791016
991.74,2.615598678588867
991.74,2.617830991744995
991.74,2.618039846420288
991.74,2.6181797981262207
991.74,2.6183078289031982
991.74,2.6205880641937256
991.74,2.6207926273345947
991.74,2.620931625366211
991.74,2.621063232421875
991.74,2.623304843902588
991.74,2.62351393699646
991.74,2.623655080795288
991.74,2.6237902641296387
991.74,2.6260263919830322
991.74,2.626234531402588
991.74,2.6263797283172607
991.74,2.6265132427215576
991.74,2.6287388801574707
991.74,2.6289474964141846
991.74,2.6290876865386963
991.74,2.6292200088500977
991.74,2.6314830780029297
991.74,2.6316919326782227
991.74,2.6318318843841553
991.74,2.631971597671509
991.74,2.6341946125030518
991.74,2.6344285011291504
991.74,2.634582042694092
991.74,2.6347179412841797
991.74,2.636925220489502
991.74,2.6371312141418457
991.74,2.6372792720794678
991.74,2.6374051570892334
991.74,2.6396403312683105
991.74,2.6398520469665527
991.74,2.6400015354156494
991.74,2.640132188796997
991.74,2.6423652172088623
991.74,2.6425769329071045
991.74,2.6427173614501953
991.74,2.642845869064331
991.74,2.6450695991516113
991.74,2.645267963409424
991.74,2.6454110145568848
991.74,2.6455705165863037
991.74,2.6478309631347656
991.74,2.648061752319336
991.74,2.648191452026367
991.74,2.6483099460601807
991.74,2.650548219680786
991.74,2.650758743286133
991.74,2.6508901119232178
991.74,2.651014566421509
991.74,2.6532633304595947
991.74,2.653468608856201
991.74,2.6536107063293457
991.74,2.653738260269165
991.74,2.6560230255126953
991.74,2.6562557220458984
991.74,2.6564443111419678
991.74,2.6566107273101807
991.74,2.658705234527588
991.74,2.6589176654815674
991.74,2.6590652465820312
991.74,2.6592183113098145
991.74,2.661423683166504
991.74,2.6616604328155518
991.74,2.661804676055908
991.74,2.6619324684143066
991.74,2.664142608642578
991.74,2.664376974105835
991.74,2.6645431518554688
991.74,2.664691686630249
991.74,2.6668825149536133
991.74,2.6671690940856934
991.74,2.6673598289489746
991.74,2.6675100326538086
991.74,2.6696372032165527
991.74,2.669930934906006
991.74,2.670109748840332
991.74,2.670264482498169
991.74,2.672390937805176
991.74,2.6726930141448975
991.74,2.6728713512420654
991.74,2.6730432510375977
991.74,2.6750648021698
991.74,2.675327777862549
991.74,2.675520181655884
991.74,2.6757149696350098
991.74,2.677839994430542
991.74,2.6781532764434814
991.74,2.6783220767974854
991.74,2.678461790084839
991.74,2.6805145740509033
991.74,2.68074631690979
991.74,2.680886745452881
991.74,2.681018590927124
991.74,2.683230400085449
991.74,2.6834511756896973
991.74,2.6835999488830566
991.74,2.683732748031616
991.74,2.6859781742095947
991.74,2.6862447261810303
991.74,2.6863982677459717
991.74,2.6865317821502686
991.74,2.6886589527130127
991.74,2.688882827758789
991.74,2.6890323162078857
991.74,2.6891698837280273
991.74,2.6913907527923584
991.74,2.6916253566741943
991.74,2.6917781829833984
991.74,2.6919167041778564
991.74,2.694112777709961
991.74,2.6943845748901367
991.74,2.6945393085479736
991.74,2.6946756839752197
991.74,2.6968319416046143
991.74,2.6970889568328857
991.74,2.697260856628418
991.74,2.697420120239258
991.74,2.6995503902435303
991.74,2.699810743331909
991.74,2.6999826431274414
991.74,2.7001397609710693
991.74,2.7022829055786133
991.74,2.7025210857391357
991.74,2.7026734352111816
991.74,2.702816963195801
991.74,2.7050371170043945
991.74,2.705284595489502
991.74,2.705437183380127
991.74,2.7055859565734863
1239.67,2.7077584266662598
1239.67,2.7079732418060303
1239.67,2.708115339279175
1239.67,2.708249807357788
1239.67,2.7105326652526855
1239.67,2.7107608318328857
1239.67,2.710902214050293
1239.67,2.713313341140747
1239.67,2.7136974334716797
1239.67,2.7138566970825195
1239.67,2.714000701904297
1239.67,2.7159483432769775
1239.67,2.7161879539489746
1239.67,2.716421604156494
1239.67,2.718601942062378
1239.67,2.718848466873169
1239.67,2.719008684158325
1239.67,2.7191543579101562
1239.67,2.7213504314422607
1239.67,2.7215821743011475
1239.67,2.7217211723327637
1239.67,2.7240264415740967
1239.67,2.724266290664673
1239.67,2.7244131565093994
1239.67,2.724545478820801
1239.67,2.7268083095550537
1239.67,2.7270238399505615
1239.67,2.7271625995635986
1239.67,2.7272984981536865
1239.67,2.729566812515259
1239.67,2.7297911643981934
1239.67,2.7299323081970215
1239.67,2.732252597808838
1239.67,2.732473611831665
1239.67,2.732606887817383
1239.67,2.732732057571411
1239.67,2.7350080013275146
1239.67,2.735227108001709
1239.67,2.7353615760803223
1239.67,2.7376604080200195
1239.67,2.7378504276275635
1239.67,2.737978935241699
1239.67,2.738100290298462
1239.67,2.740398406982422
1239.67,2.740579843521118
1239.67,2.7407071590423584
1239.67,2.7431068420410156
1239.67,2.743300437927246
1239.67,2.74342679977417
1239.67,2.743548631668091
1239.67,2.7458651065826416
1239.67,2.7460885047912598
1239.67,2.7462360858917236
1239.67,2.7485644817352295
1239.67,2.7488200664520264
1239.67,2.7489960193634033
1239.67,2.7491555213928223
1239.67,2.7513084411621094
1239.67,2.7515318393707275
1239.67,2.7516849040985107
1239.67,2.7518293857574463
1239.67,2.754075527191162
1239.67,2.754275321960449
1239.67,2.754403591156006
1239.67,2.7567739486694336
1239.67,2.757018804550171
1239.67,2.757193088531494
1239.67,2.757347583770752
1239.67,2.759552478790283
1239.67,2.759762763977051
1239.67,2.759902000427246
1239.67,2.762261390686035
1239.67,2.7624988555908203
1239.67,2.762667655944824
1239.67,2.7628166675567627
1239.67,2.764970302581787
1239.67,2.765174150466919
1239.67,2.7653043270111084
1239.67,2.767706871032715
1239.67,2.7679617404937744
1239.67,2.7680981159210205
1239.67,2.768223762512207
1239.67,2.770368814468384
1239.67,2.770564556121826
1239.67,2.770705223083496
1239.67,2.773109197616577
1239.67,2.773348569869995
1239.67,2.7734792232513428
1239.67,2.7736241817474365
1239.67,2.775827169418335
1239.67,2.776049852371216
1239.67,2.7761940956115723
1239.67,2.7763290405273438
1239.67,2.7786130905151367
1239.67,2.7788186073303223
1239.67,2.778946876525879
1239.67,2.7812700271606445
1239.67,2.781493902206421
1239.67,2.7816741466522217
1239.67,2.781806230545044
1239.67,2.7840464115142822
1239.67,2.7842557430267334
1239.67,2.784393787384033
1239.67,2.7868006229400635
1239.67,2.787015438079834
1239.67,2.7871532440185547
1239.67,2.787297248840332
1239.67,2.7894811630249023
1239.67,2.789733648300171
1239.67,2.7898659706115723
1239.67,2.7921202182769775
1239.67,2.7923104763031006
1239.67,2.7924439907073975
1239.67,2.792569398880005
1239.67,2.794879913330078
1239.67,2.795069456100464
1239.67,2.795201063156128
1239.67,2.797600507736206
1239.67,2.7978336811065674
1239.67,2.7979836463928223
1239.67,2.7981207370758057
1239.67,2.8003296852111816
1239.67,2.800534725189209
1239.67,2.8006691932678223
1239.67,2.800798177719116
1239.67,2.803147554397583
1239.67,2.8034231662750244
1239.67,2.8035759925842285
1239.67,2.8057525157928467
1239.67,2.805950880050659
1239.67,2.8060853481292725
1239.67,2.8062186241149902
1239.67,2.8085594177246094
1239.67,2.808772325515747
1239.67,2.808898448944092
1239.67,2.8111891746520996
1239.67,2.8113861083984375
1239.67,2.8115148544311523
1239.67,2.8116395473480225
1239.67,2.8139801025390625
1239.67,2.8142125606536865
1239.67,2.81435227394104
1239.67,2.8166491985321045
1239.67,2.816862106323242
1239.67,2.8170111179351807
1239.67,2.8171517848968506
1239.67,2.819509506225586
1239.67,2.8197383880615234
1239.67,2.819868326187134
1239.67,2.8220834732055664
1239.67,2.8223342895507812
1239.67,2.8224806785583496
1239.67,2.8226282596588135
1239.67,2.82490611076355
1239.67,2.8251631259918213
1239.67,2.825310468673706
1239.67,2.8254401683807373
1239.67,2.827665328979492
1239.67,2.8279762268066406
1735.54,2.828134775161743
1735.54,2.830280065536499
1735.54,2.8304998874664307
1735.54,2.830632448196411
1735.54,2.830759048461914
1735.54,2.8330490589141846
1735.54,2.8332512378692627
1735.54,2.8333795070648193
1735.54,2.8357365131378174
1735.54,2.835953712463379
1735.54,2.836085319519043
1735.54,2.836212635040283
1735.54,2.838571548461914
1735.54,2.8388326168060303
1735.54,2.8389861583709717
1735.54,2.8411614894866943
1735.54,2.841372489929199
1735.54,2.841519832611084
1735.54,2.841651439666748
1735.54,2.843912124633789
1735.54,2.8440957069396973
1735.54,2.844228744506836
1735.54,2.846580982208252
1735.54,2.8467907905578613
1735.54,2.8469176292419434
1735.54,2.8470423221588135
1735.54,2.8493151664733887
1735.54,2.8494861125946045
1735.54,2.8496315479278564
1735.54,2.8497610092163086
1735.54,2.852102279663086
1735.54,2.8523011207580566
1735.54,2.8524281978607178
1735.54,2.854779005050659
1735.54,2.854984998703003
1735.54,2.855112075805664
1735.54,2.855236053466797
1735.54,2.857590913772583
1735.54,2.8577983379364014
1735.54,2.8579375743865967
1735.54,2.860252857208252
1735.54,2.860468626022339
1735.54,2.860596179962158
1735.54,2.8607184886932373
1735.54,2.8630032539367676
1735.54,2.8632102012634277
1735.54,2.863349676132202
1735.54,2.865656614303589
1735.54,2.865868330001831
1735.54,2.865997552871704
1735.54,2.8661203384399414
1735.54,2.86844539642334
1735.54,2.8687100410461426
1735.54,2.8688533306121826
1735.54,2.871126174926758
1735.54,2.8713834285736084
1735.54,2.8715155124664307
1735.54,2.87164044380188
1735.54,2.8738744258880615
1735.54,2.874089002609253
1735.54,2.8742284774780273
1735.54,2.874363660812378
1735.54,2.8766510486602783
1735.54,2.876892566680908
1735.54,2.8770406246185303
1735.54,2.879378318786621
1735.54,2.8797249794006348
1735.54,2.8799078464508057
1735.54,2.8800809383392334
1735.54,2.882077217102051
1735.54,2.8823482990264893
1735.54,2.8825244903564453
1735.54,2.8848001956939697
1735.54,2.8850698471069336
1735.54,2.885236978530884
1735.54,2.8853847980499268
1735.54,2.88752818107605
1735.54,2.8877735137939453
1735.54,2.887932062149048
1735.54,2.8901755809783936
1735.54,2.8904478549957275
1735.54,2.8906142711639404
1735.54,2.890772819519043
1735.54,2.892930507659912
1735.54,2.893136978149414
1735.54,2.89326810836792
1735.54,2.895604372024536
1735.54,2.895825147628784
1735.54,2.8959591388702393
1735.54,2.8960886001586914
1735.54,2.8983817100524902
1735.54,2.8985984325408936
1735.54,2.8987364768981934
1735.54,2.898869037628174
1735.54,2.901118755340576
1735.54,2.9013099670410156
1735.54,2.901442527770996
1735.54,2.903831720352173
1735.54,2.904054880142212
1735.54,2.904184579849243
1735.54,2.9043097496032715
1735.54,2.90664005279541
1735.54,2.9069294929504395
1735.54,2.9070799350738525
1735.54,2.9092857837677
1735.54,2.9095211029052734
1735.54,2.9096601009368896
1735.54,2.9097888469696045
1735.54,2.912015438079834
1735.54,2.9122374057769775
1735.54,2.9123892784118652
1735.54,2.914714813232422
1735.54,2.9149587154388428
1735.54,2.9151058197021484
1735.54,2.9152348041534424
1735.54,2.917473554611206
1735.54,2.917732000350952
1735.54,2.917903184890747
1735.54,2.9201364517211914
1735.54,2.920365571975708
1735.54,2.9205243587493896
1735.54,2.920680284500122
1735.54,2.922881603240967
1735.54,2.9230992794036865
1735.54,2.923250436782837
1735.54,2.9233992099761963
1735.54,2.925736427307129
1735.54,2.926006555557251
1735.54,2.9261744022369385
1735.54,2.9284303188323975
1735.54,2.928755760192871
1735.54,2.9289441108703613
1735.54,2.9291157722473145
1735.54,2.9312636852264404
1735.54,2.9316937923431396
1735.54,2.9319703578948975
1735.54,2.933809757232666
1735.54,2.934041976928711
1735.54,2.93418025970459
1735.54,2.934307098388672
1735.54,2.9365012645721436
1735.54,2.936699628829956
1735.54,2.936835289001465
1735.54,2.9391655921936035
1735.54,2.9393253326416016
1735.54,2.9394593238830566
1735.54,2.939584255218506
1735.54,2.941950798034668
1735.54,2.942134141921997
1735.54,2.9422764778137207
1735.54,2.9446208477020264
1735.54,2.944809913635254
1735.54,2.9449548721313477
1735.54,2.945089817047119
1735.54,2.9473965167999268
1735.54,2.947603702545166
1735.54,2.9477505683898926
1735.54,2.947888135910034
1983.47,2.950453758239746
1983.47,2.9509317874908447
1983.47,2.9511513710021973
1983.47,2.952899932861328
1983.47,2.9531960487365723
1983.47,2.95336651802063
1983.47,2.953561782836914
1983.47,2.9556539058685303
1983.47,2.9558870792388916
1983.47,2.9560353755950928
1983.47,2.9583773612976074
1983.47,2.958984851837158
1983.47,2.9592883586883545
1983.47,2.959446668624878
1983.47,2.9610469341278076
1983.47,2.961233139038086
1983.47,2.9613289833068848
1983.47,2.9637393951416016
1983.47,2.9639832973480225
1983.47,2.964151620864868
1983.47,2.96431040763855
1983.47,2.9664971828460693
1983.47,2.9667317867279053
1983.47,2.9668853282928467
1983.47,2.9690968990325928
1983.47,2.9692583084106445
1983.47,2.9694087505340576
1983.47,2.969569683074951
1983.47,2.9719104766845703
1983.47,2.9721415042877197
1983.47,2.97231388092041
1983.47,2.9724843502044678
1983.47,2.9746878147125244
1983.47,2.9749257564544678
1983.47,2.975097179412842
1983.47,2.97733473777771
1983.47,2.9775774478912354
1983.47,2.9777462482452393
1983.47,2.9779090881347656
1983.47,2.9801137447357178
1983.47,2.980341911315918
1983.47,2.98051118850708
1983.47,2.98284912109375
1983.47,2.983144760131836
1983.47,2.9833285808563232
1983.47,2.9834964275360107
1983.47,2.9856154918670654
1983.47,2.985919952392578
1983.47,2.986097574234009
1983.47,2.988252878189087
1983.47,2.988520860671997
1983.47,2.988694429397583
1983.47,2.9888598918914795
1983.47,2.991502523422241
1983.47,2.9917867183685303
1983.47,2.9919631481170654
1983.47,2.993657350540161
1983.47,2.9939115047454834
1983.47,2.9940834045410156
1983.47,2.994243860244751
1983.47,2.9964256286621094
1983.47,2.9966232776641846
1983.47,2.996748208999634
1983.47,2.9968652725219727
1983.47,2.9992258548736572
1983.47,2.999495029449463
1983.47,2.999725818634033
1983.47,3.001847505569458
1983.47,3.002058744430542
1983.47,3.0022096633911133
1983.47,3.0023534297943115
1983.47,3.0046205520629883
1983.47,3.004826307296753
1983.47,3.004988670349121
1983.47,3.0073699951171875
1983.47,3.007770299911499
1983.47,3.007951021194458
1983.47,3.0081303119659424
1983.47,3.0100977420806885
1983.47,3.010354518890381
1983.47,3.010531425476074
1983.47,3.012831211090088
1983.47,3.0131256580352783
1983.47,3.013300895690918
1983.47,3.0134596824645996
1983.47,3.015573024749756
1983.47,3.015928268432617
1983.47,3.016123056411743
1983.47,3.0182056427001953
1983.47,3.018537998199463
1983.47,3.018791675567627
1983.47,3.018996000289917
1983.47,3.0209169387817383
1983.47,3.0211048126220703
1983.47,3.0212461948394775
1983.47,3.021378755569458
1983.47,3.0236945152282715
1983.47,3.023911714553833
1983.47,3.024055004119873
1983.47,3.0263986587524414
1983.47,3.026637315750122
1983.47,3.0268073081970215
1983.47,3.0269594192504883
1983.47,3.029155731201172
1983.47,3.029391288757324
1983.47,3.029578447341919
1983.47,3.0318312644958496
1983.47,3.0321483612060547
1983.47,3.032485246658325
1983.47,3.0327553749084473
1983.47,3.0346174240112305
1983.47,3.034893274307251
1983.47,3.035046100616455
1983.47,3.0373053550720215
1983.47,3.037682056427002
1983.47,3.0379326343536377
1983.47,3.0381176471710205
1983.47,3.0400452613830566
1983.47,3.0403008460998535
1983.47,3.0404438972473145
1983.47,3.042738914489746
1983.47,3.0431928634643555
1983.47,3.043471336364746
1983.47,3.0437633991241455
1983.47,3.0454416275024414
1983.47,3.0457100868225098
1983.47,3.0458807945251465
1983.47,3.0460188388824463
1983.47,3.048189640045166
1983.47,3.048417568206787
1983.47,3.048572301864624
1983.47,3.0508971214294434
1983.47,3.051109790802002
1983.47,3.0512404441833496
1983.47,3.051361322402954
1983.47,3.053635835647583
1983.47,3.0538249015808105
1983.47,3.0539517402648926
1983.47,3.0563302040100098
1983.47,3.05653977394104
1983.47,3.056689739227295
1983.47,3.0568320751190186
1983.47,3.0590744018554688
1983.47,3.0592966079711914
1983.47,3.0594520568847656
1983.47,3.0617825984954834
1983.47,3.0620267391204834
1983.47,3.0621230602264404
1983.47,3.062262773513794
1983.47,3.0646605491638184
1983.47,3.0650103092193604
1983.47,3.0651750564575195
1983.47,3.067206859588623
1983.47,3.067470073699951
1983.47,3.067614793777466
1983.47,3.0677437782287598
1983.47,3.070216178894043
1983.47,3.0707569122314453
2231.40,3.0709264278411865
2231.40,3.071075916290283
2231.40,3.0726921558380127
2231.40,3.0729167461395264
2231.40,3.073075532913208
2231.40,3.075514793395996
2231.40,3.075758218765259
2231.40,3.0759119987487793
2231.40,3.076047897338867
2231.40,3.078139066696167
2231.40,3.078364849090576
2231.40,3.078512191772461
2231.40,3.0808675289154053
2231.40,3.0810818672180176
2231.40,3.0812230110168457
2231.40,3.0813663005828857
2231.40,3.083624839782715
2231.40,3.0838654041290283
2231.40,3.084017038345337
2231.40,3.086282253265381
2231.40,3.086496353149414
2231.40,3.086639404296875
2231.40,3.0867745876312256
2231.40,3.0890603065490723
2231.40,3.089285135269165
2231.40,3.089430332183838
2231.40,3.0916948318481445
2231.40,3.0919246673583984
2231.40,3.0920724868774414
2231.40,3.092207908630371
2231.40,3.0945868492126465
2231.40,3.094841241836548
2231.40,3.095003366470337
2231.40,3.095149517059326
2231.40,3.0973355770111084
2231.40,3.097661256790161
2231.40,3.097839117050171
2231.40,3.099936008453369
2231.40,3.1001546382904053
2231.40,3.1003124713897705
2231.40,3.1004738807678223
2231.40,3.1027026176452637
2231.40,3.102910280227661
2231.40,3.1030609607696533
2231.40,3.1054954528808594
2231.40,3.105755090713501
2231.40,3.1058967113494873
2231.40,3.106032133102417
2231.40,3.1081321239471436
2231.40,3.1083731651306152
2231.40,3.1084976196289062
2231.40,3.110795021057129
2231.40,3.11100172996521
2231.40,3.111137628555298
2231.40,3.111264228820801
2231.40,3.11352801322937
2231.40,3.113726854324341
2231.40,3.1138651371002197
2231.40,3.1164324283599854
2231.40,3.116694927215576
2231.40,3.116858959197998
2231.40,3.117008686065674
2231.40,3.119004487991333
2231.40,3.1192452907562256
2231.40,3.119407892227173
2231.40,3.1195600032806396
2231.40,3.12176513671875
2231.40,3.122007369995117
2231.40,3.122166395187378
2231.40,3.12453031539917
2231.40,3.1248087882995605
2231.40,3.1250693798065186
2231.40,3.1252756118774414
2231.40,3.127279043197632
2231.40,3.12758469581604
2231.40,3.1277520656585693
2231.40,3.1299514770507812
2231.40,3.130263328552246
2231.40,3.130437135696411
2231.40,3.130601406097412
2231.40,3.1329758167266846
2231.40,3.133404493331909
2231.40,3.1337053775787354
2231.40,3.135345935821533
2231.40,3.1358141899108887
2231.40,3.1360416412353516
2231.40,3.136216640472412
2231.40,3.1380584239959717
2231.40,3.1383066177368164
2231.40,3.1384596824645996
2231.40,3.140721082687378
2231.40,3.140944719314575
2231.40,3.1410956382751465
2231.40,3.141237497329712
2231.40,3.143476963043213
2231.40,3.143700361251831
2231.40,3.1438770294189453
2231.40,3.14404296875
2231.40,3.1462976932525635
2231.40,3.1465556621551514
2231.40,3.14673113822937
2231.40,3.148958921432495
2231.40,3.1492159366607666
2231.40,3.149397850036621
2231.40,3.1495842933654785
2231.40,3.1517183780670166
2231.40,3.1519713401794434
2231.40,3.152161121368408
2231.40,3.1544394493103027
2231.40,3.1547698974609375
2231.40,3.1549878120422363
2231.40,3.1552069187164307
2231.40,3.1571619510650635
2231.40,3.1574394702911377
2231.40,3.1576950550079346
2231.40,3.159909248352051
2231.40,3.1603078842163086
2231.40,3.160534143447876
2231.40,3.1607344150543213
2231.40,3.16262149810791
2231.40,3.162914514541626
2231.40,3.1631104946136475
2231.40,3.1655399799346924
2231.40,3.1659042835235596
2231.40,3.166095495223999
2231.40,3.1662862300872803
2231.40,3.168027400970459
2231.40,3.168614387512207
2231.40,3.168806314468384
2231.40,3.168966293334961
2231.40,3.1708662509918213
2231.40,3.17109751701355
2231.40,3.171236753463745
2231.40,3.173370361328125
2231.40,3.1735198497772217
2231.40,3.17364764213562
2231.40,3.1737709045410156
2231.40,3.1761906147003174
2231.40,3.176386833190918
2231.40,3.176547050476074
2231.40,3.17887544631958
2231.40,3.179077625274658
2231.40,3.179175615310669
2231.40,3.179262638092041
2231.40,3.1816701889038086
2231.40,3.1818830966949463
2231.40,3.1820242404937744
2231.40,3.184342622756958
2231.40,3.184722661972046
2231.40,3.1848745346069336
2231.40,3.184997797012329
2231.40,3.18711519241333
2231.40,3.1873579025268555
2231.40,3.187567710876465
2231.40,3.1897921562194824
2231.40,3.190094232559204
2231.40,3.190258741378784
2231.40,3.190413475036621
2231.40,3.192612886428833
2231.40,3.192951202392578
2231.40,3.1931493282318115
2231.40,3.193361282348633
2231.40,3.1953682899475098
2231.40,3.1956968307495117
2231.40,3.195838689804077
