rpm,time_diff,x
2622.39,796,0.003874540328979492
2622.39,797,0.004496097564697266
2622.39,799,0.006077766418457031
2622.39,800,0.006743907928466797
2622.39,801,0.008745193481445312
2622.39,802,0.009148836135864258
2622.39,803,0.009430646896362305
2622.39,804,0.011631250381469727
2622.39,805,0.012178182601928711
2622.39,806,0.014191389083862305
2622.39,807,0.01536107063293457
2622.39,808,0.016026973724365234
2405.12,809,0.01698613166809082
2405.12,811,0.017798662185668945
2405.12,812,0.019649267196655273
2405.12,814,0.0202939510345459
2405.12,815,0.020887136459350586
2405.12,816,0.022481679916381836
2405.12,817,0.02321457862854004
2405.12,818,0.025141477584838867
2405.12,819,0.025809288024902344
2405.12,820,0.026296377182006836
2405.12,821,0.0279543399810791
2405.12,822,0.029436349868774414
2405.12,823,0.03099846839904785
2405.12,824,0.03151440620422363
2405.12,825,0.03345489501953125
2405.12,826,0.034476280212402344
2405.12,828,0.03497481346130371
2405.12,829,0.0359807014465332
2405.12,830,0.03643655776977539
2405.12,831,0.0368192195892334
2405.12,832,0.038768768310546875
2405.12,833,0.039330482482910156
2405.12,834,0.041930437088012695
2405.12,835,0.04248452186584473
2405.12,836,0.04409480094909668
2405.12,837,0.044799089431762695
2405.12,838,0.04537510871887207
2405.12,839,0.04688692092895508
2405.12,841,0.04746127128601074
2405.12,842,0.04960346221923828
2405.12,843,0.05016160011291504
2405.12,844,0.05061149597167969
2405.12,845,0.05231738090515137
2405.12,846,0.05289316177368164
2405.12,847,0.05504631996154785
2405.12,848,0.05560755729675293
2405.12,849,0.05608391761779785
2405.12,850,0.057822465896606445
2405.12,851,0.058348894119262695
2405.12,852,0.06048870086669922
2405.12,854,0.061058998107910156
2405.12,856,0.061563730239868164
2405.12,857,0.06328988075256348
2405.12,858,0.0639040470123291
2405.12,859,0.0659627914428711
2405.12,860,0.0665137767791748
2405.12,861,0.06704568862915039
2405.12,862,0.06871914863586426
2405.12,863,0.06928396224975586
2405.12,864,0.07140994071960449
2405.12,865,0.07193636894226074
2405.12,866,0.0723874568939209
2405.12,867,0.07416749000549316
2405.12,868,0.07465815544128418
2405.12,870,0.0768747329711914
2405.12,871,0.07740306854248047
2405.12,872,0.0795137882232666
2405.12,873,0.08002996444702148
2405.12,874,0.08046174049377441
2405.12,875,0.08228754997253418
2405.12,876,0.08279037475585938
2405.12,877,0.0849461555480957
2405.12,878,0.08541679382324219
2405.12,879,0.08587002754211426
2405.12,880,0.08771800994873047
2405.12,881,0.08820533752441406
2405.12,883,0.0904080867767334
2405.12,884,0.09090399742126465
2405.12,885,0.09136819839477539
2405.12,886,0.09318780899047852
2405.12,887,0.09367156028747559
2405.12,888,0.09587812423706055
2405.12,889,0.09637594223022461
2405.12,890,0.09678435325622559
2405.12,891,0.09866595268249512
2405.12,892,0.0991675853729248
2405.12,893,0.10130023956298828
2405.12,894,0.10177016258239746
2405.12,896,0.10221219062805176
2405.12,898,0.10410809516906738
2405.12,899,0.10469412803649902
2405.12,900,0.10685420036315918
2405.12,901,0.10757184028625488
2405.12,902,0.10798311233520508
2405.12,903,0.10963797569274902
