
START,14.475657224655151
96.90,14.475888013839722
96.90,14.47605276107788
96.90,14.47622036933899
96.90,14.478186845779419
96.90,14.478391647338867
96.90,14.478515148162842
96.90,14.47862982749939
96.90,14.478742361068726
96.90,14.480920553207397
96.90,14.481098651885986
96.90,14.481207132339478
96.90,14.481312990188599
96.90,14.4835364818573
96.90,14.483651638031006
96.90,14.483757972717285
96.90,14.483864068984985
96.90,14.483968496322632
96.90,14.486340999603271
96.90,14.486541271209717
96.90,14.486669301986694
96.90,14.486786603927612
96.90,14.489032745361328
96.90,14.48923397064209
96.90,14.489363670349121
96.90,14.48948049545288
96.90,14.489610433578491
96.90,14.491831302642822
96.90,14.492061853408813
96.90,14.492204666137695
96.90,14.492325782775879
96.90,14.492437839508057
96.90,14.49452805519104
96.90,14.4947509765625
96.90,14.4948890209198
96.90,14.495012998580933
96.90,14.497308492660522
96.90,14.497564554214478
96.90,14.497726678848267
96.90,14.497867345809937
96.90,14.497992753982544
96.90,14.500057935714722
96.90,14.50032663345337
96.90,14.50047516822815
96.90,14.500615358352661
96.90,14.502679347991943
96.90,14.50289535522461
96.90,14.503039836883545
96.90,14.503199100494385
96.90,14.503344535827637
96.90,14.505759477615356
96.90,14.506144762039185
96.90,14.506277322769165
96.90,14.50639295578003
96.90,14.508123874664307
96.90,14.508367776870728
96.90,14.508626222610474
96.90,14.508814334869385
96.90,14.509077072143555
96.90,14.511348962783813
96.90,14.511572122573853
96.90,14.511702299118042
96.90,14.511810064315796
96.90,14.511918067932129
96.90,14.513561487197876
96.90,14.513680458068848
96.90,14.513785123825073
96.90,14.513889074325562
96.90,14.516263246536255
96.90,14.516449451446533
96.90,14.516578912734985
96.90,14.516700506210327
96.90,14.516822814941406
96.90,14.519027471542358
96.90,14.519227743148804
96.90,14.519369125366211
96.90,14.51951003074646
96.90,14.521735906600952
96.90,14.522047519683838
96.90,14.52229905128479
96.90,14.5226149559021
96.90,14.522743463516235
96.90,14.524466514587402
96.90,14.524676322937012
96.90,14.524825811386108
96.90,14.524969100952148
96.90,14.527178764343262
96.90,14.52745771408081
96.90,14.527616024017334
96.90,14.527723789215088
96.90,14.527829885482788
96.90,14.52994990348816
96.90,14.530192375183105
96.90,14.530351877212524
96.90,14.530493021011353
96.90,14.530622959136963
96.90,14.532656908035278
96.90,14.532924175262451
96.90,14.533079624176025
96.90,14.533217668533325
96.90,14.535454511642456
96.90,14.536033868789673
96.90,14.536332130432129
96.90,14.536475419998169
96.90,14.536612272262573
96.90,14.538119554519653
96.90,14.538381814956665
96.90,14.5386061668396
96.90,14.538912057876587
96.90,14.540822982788086
96.90,14.541374444961548
96.90,14.541567325592041
96.90,14.541718244552612
96.90,14.541995286941528
96.90,14.543575763702393
96.90,14.543815612792969
96.90,14.543973922729492
96.90,14.544076919555664
96.90,14.546182632446289
96.90,14.54635500907898
96.90,14.546469688415527
96.90,14.54657793045044
96.90,14.546684741973877
96.90,14.548933029174805
96.90,14.549077272415161
96.90,14.549188375473022
96.90,14.549296140670776
96.90,14.54940676689148
96.90,14.551722288131714
96.90,14.551950931549072
96.90,14.552088737487793
96.90,14.552205801010132
96.90,14.555940628051758
96.90,14.556204319000244
96.90,14.556349277496338
96.90,14.556487321853638
96.90,14.556618690490723
96.90,14.557097673416138
96.90,14.557272911071777
96.90,14.557384729385376
96.90,14.557469844818115
96.90,14.559937953948975
96.90,14.560315608978271
96.90,14.560466051101685
96.90,14.560649633407593
96.90,14.560854196548462
96.90,14.5626540184021
96.90,14.56295132637024
96.90,14.563119173049927
96.90,14.563252925872803
96.90,14.56537914276123
96.90,14.565730333328247
96.90,14.565932035446167
96.90,14.566099643707275
96.90,14.56624722480774
96.90,14.568067789077759
96.90,14.568333625793457
96.90,14.56849193572998
96.90,14.568641185760498
96.90,14.568786144256592
96.90,14.573219776153564
96.90,14.57391905784607
96.90,14.574253797531128
96.90,14.574502229690552
96.90,14.574742317199707
96.90,14.574962615966797
